Rank,Movie_name,URL,Release_Year,IMDB_Rating,Metascore,Reviewer_count,Censor_Board_Rating,Movie_Length,Genre_1,Genre_2,Genre_3,Genre_4,Release_Date,Story_Summary,Director,Writer_1,Writer_2,Writer_3,Star_1,Star_2,Star_3,Star_4,Star_5,Plot_Keywords,Budget,Gross_USA,Cum_Worldwide_Gross,Production_Company
1329,The Jungle Book,https://www.imdb.com/title/tt3040964/,2016,7.4,77,"253,548",PG,1h 46min,Adventure,Drama,Family, ,14 April 2016 (Israel),"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",Jon Favreau,Justin Marks(screenplay by),Rudyard Kipling(based on the books by), ,Neel Sethi,Bill Murray,Ben Kingsley, , ,jungle|wolf|fire|tiger|black panther,"$175,000,000(estimated)","$364,001,123","$966,550,600","Fairview Entertainment,Moving Picture Company (MPC),Prime Focus"
1330,The Accountant,https://www.imdb.com/title/tt2140479/,2016,7.3,51,"251,570",R,2h 8min,Action,Crime,Drama, ,27 October 2016 (Israel),"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",Gavin O'Connor,Bill Dubuque, , ,Ben Affleck,Anna Kendrick,J.K. Simmons, , ,accountant|autistic child|autism|brother brother relationship|sniper,"$44,000,000(estimated)","$86,260,045","$155,160,045","Warner Bros.,Electric City Entertainment,Hurwitz Creative"
1331,Now You See Me 2,https://www.imdb.com/title/tt3110958/,2016,6.5,46,"238,463",PG-13,2h 9min,Action,Adventure,Comedy, ,9 June 2016 (Israel),"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",Jon M. Chu,Ed Solomon(screenplay by),Ed Solomon(story by),3 more credits»,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson, , ,magic|ambigram|rube goldberg machine|thumb drive|confusion,"$90,000,000(estimated)","$65,075,540","$334,897,606","Summit Entertainment,TIK Films,K/O Paper Products"
1332,Warcraft,https://www.imdb.com/title/tt0803096/,2016,6.8,32,"237,066",PG-13,2h 3min,Action,Adventure,Fantasy, ,9 June 2016 (Israel),"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",Duncan Jones,Charles Leavitt,Duncan Jones, ,Travis Fimmel,Paula Patton,Ben Foster, , ,based on video game|orc|fictional language|sword and sorcery|magician,"$160,000,000(estimated)","$47,365,290","$439,048,914","Legendary Entertainment,Universal Pictures,Atlas Entertainment"
1333,Manchester by the Sea,https://www.imdb.com/title/tt4034228/,2016,7.8,96,"236,143",R,2h 17min,Drama, , , ,17 November 2016 (Israel),A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Kenneth Lonergan,Kenneth Lonergan, , ,Casey Affleck,Michelle Williams,Kyle Chandler, , ,death|death of brother|attempted suicide|loss of brother|loss of father,"$9,000,000(estimated)","$47,695,371","$78,988,148","Amazon Studios,K Period Media,Pearl Street Films"
1334,Finding Dory,https://www.imdb.com/title/tt2277860/,2016,7.3,77,"231,616",PG,1h 37min,Animation,Adventure,Comedy, ,23 June 2016 (Israel),"Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",Andrew Stanton,Andrew Stanton(original story by),Andrew Stanton(screenplay by), ,Ellen DeGeneres,Albert Brooks,Ed O'Neill, , ,father son relationship|no opening credits|female protagonist|talking whale|fish,"$200,000,000(estimated)","$486,295,561","$1,028,570,889","Pixar Animation Studios,Walt Disney Pictures"
1335,Nocturnal Animals,https://www.imdb.com/title/tt4550098/,2016,7.5,67,"227,032",R,1h 56min,Drama,Thriller, , ,12 January 2017 (Israel),"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",Tom Ford,Tom Ford(screenplay by),Austin Wright(novel), ,Amy Adams,Jake Gyllenhaal,Michael Shannon, , ,revenge|loss of wife|abortion|based on novel|manuscript,"$22,500,000(estimated)","$10,663,357","$30,311,857","Focus Features,Fade to Black Productions,Artina Films"
1336,Sully,https://www.imdb.com/title/tt3263904/,2016,7.4,74,"226,994",PG-13,1h 36min,Biography,Drama, , ,8 September 2016 (Israel),"The story of Chesley ""Sully"" Sullenberger (Tom Hanks), an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",Clint Eastwood,Todd Komarnicki,"Chesley Sullenberger(based on the book ""Highest Duty"" by) (as Chesley 'Sully' Sullenberger)", ,Tom Hanks,Aaron Eckhart,Laura Linney, , ,aviation|investigation|pilot|hudson river|bird sucked into jet engine,"$60,000,000(estimated)","$125,070,033","$240,797,623","Flashlight Films,Hurwitz Creative,Malpaso Productions"
1337,Star Trek Beyond,https://www.imdb.com/title/tt2660888/,2016,7.1,68,"221,702",PG-13,2h 2min,Action,Adventure,Sci-Fi, ,25 August 2016 (Israel),"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",Justin Lin,Simon Pegg,Doug Jung, ,Chris Pine,Zachary Quinto,Karl Urban, , ,star trek|third part|alien|stranded|survivor,"$185,000,000(estimated)","$158,848,340","$343,471,816","Paramount Pictures,Skydance Media,Alibaba Pictures"
1338,The Conjuring 2,https://www.imdb.com/title/tt3065204/,2016,7.3,65,"215,987",R,2h 14min,Horror,Mystery,Thriller, ,23 June 2016 (Israel),Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,James Wan,Chad Hayes(screenplay by),Carey W. Hayes(screenplay by),7 more credits»,Vera Farmiga,Patrick Wilson,Madison Wolfe, , ,haunted house|second part|house|single mother|psychic,"$40,000,000(estimated)","$102,470,008","$320,392,818","New Line Cinema,RatPac-Dune Entertainment,The Safran Company"
1339,Don't Breathe,https://www.imdb.com/title/tt4160708/,2016,7.1,71,"209,873",R,1h 28min,Crime,Horror,Thriller, ,8 September 2016 (Israel),"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",Fede Alvarez,Fede Alvarez,Rodo Sayagues, ,Stephen Lang,Jane Levy,Dylan Minnette, , ,blind man|death of daughter|robbery gone awry|breaking and entering|trapped in a house,"$9,900,000(estimated)","$89,217,875","$157,830,487","Screen Gems,Stage 6 Films,Ghost House Pictures"
1340,Lion,https://www.imdb.com/title/tt3741834/,2016,8.0,69,"204,412",PG-13,1h 58min,Biography,Drama, , ,1 December 2016 (Israel),"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",Garth Davis,"Saroo Brierley(adapted from the book ""A Long Way Home"" by)",Luke Davies(screenplay by), ,Dev Patel,Nicole Kidman,Rooney Mara, , ,adoption|india|tasmania|orphanage|street child,"$12,000,000(estimated)","$51,738,905","$140,312,928","The Weinstein Company,Screen Australia,See-Saw Films"
1341,Jason Bourne,https://www.imdb.com/title/tt4196776/,2016,6.6,58,"202,585",PG-13,2h 3min,Action,Thriller, , ,28 July 2016 (Israel),The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,Paul Greengrass,Paul Greengrass,Christopher Rouse, ,Matt Damon,Tommy Lee Jones,Alicia Vikander, , ,greece|athens greece|cia|black ops|ceo,"$120,000,000(estimated)","$162,434,410","$415,484,914","Universal Pictures,Perfect World Pictures,The Kennedy/Marshall Company"
1342,Ghostbusters,https://www.imdb.com/title/tt1289401/,2016,5.2,60,"198,687",PG-13,1h 57min,Action,Comedy,Fantasy, ,21 July 2016 (Israel),"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",Paul Feig,Katie Dippold,Paul Feig,3 more credits»,Melissa McCarthy,Kristen Wiig,Kate McKinnon, , ,vomiting|flatulence|farting|fart joke|reboot,"$144,000,000(estimated)","$128,350,574","$229,147,509","Columbia Pictures,LStar Capital,Village Roadshow Pictures"
1343,Me Before You,https://www.imdb.com/title/tt2674426/,2016,7.4,51,"197,559",PG-13,1h 46min,Drama,Romance, , ,3 June 2016 (UK),A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,Thea Sharrock,Jojo Moyes(based on the novel by),Jojo Moyes(screenplay by), ,Emilia Clarke,Sam Claflin,Janet McTeer, , ,quadriplegic|assisted suicide|euthanasia|accident|wheelchair,"$20,000,000(estimated)","$56,245,075","$208,314,186","Metro-Goldwyn-Mayer (MGM),New Line Cinema,One Film at a Time"
1344,Hell or High Water,https://www.imdb.com/title/tt2582782/,2016,7.6,88,"195,949",R,1h 42min,Action,Crime,Drama, ,11 August 2016 (Israel),A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,David Mackenzie,Taylor Sheridan, , ,Chris Pine,Ben Foster,Jeff Bridges, , ,texas|bank robber|brother brother relationship|armed robbery|bank robbery,"$12,000,000(estimated)","$27,007,844","$37,879,877","CBS Films,Sidney Kimmel Entertainment,MWM Studios"
1345,Hidden Figures,https://www.imdb.com/title/tt4846340/,2016,7.8,74,"191,296",PG,2h 7min,Biography,Drama,History, ,2 February 2017 (Israel),The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Theodore Melfi,Allison Schroeder(screenplay by),Theodore Melfi(screenplay by), ,Taraji P. Henson,Octavia Spencer,Janelle Monáe, , ,1960s|nasa|space program|segregation|african american,"$25,000,000(estimated)","$169,607,287","$235,956,898","Fox 2000 Pictures,Chernin Entertainment,Levantine Films"
1346,Assassin's Creed,https://www.imdb.com/title/tt2094766/,2016,5.7,36,"180,142",PG-13,1h 55min,Action,Adventure,Sci-Fi, ,5 January 2017 (Israel),"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",Justin Kurzel,Michael Lesslie(screenplay by),Adam Cooper(screenplay by), ,Michael Fassbender,Marion Cotillard,Jeremy Irons, , ,based on video game|assassin|bare chested male|secret society|spain,"$125,000,000(estimated)","$54,647,948","$240,697,856","Regency Enterprises,Ubisoft,New Regency Pictures"
1347,Captain Fantastic,https://www.imdb.com/title/tt3553976/,2016,7.9,72,"179,944",R,1h 58min,Comedy,Drama, , ,28 July 2016 (Israel),"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Matt Ross,Matt Ross, , ,Viggo Mortensen,George MacKay,Samantha Isler, , ,funeral|suicide|suicide of mother|reference to noam chomsky|loss of wife,,"$5,879,835","$22,787,526","Electric City Entertainment,ShivHans Pictures"
1348,The Magnificent Seven,https://www.imdb.com/title/tt2404435/,2016,6.9,54,"179,930",PG-13,2h 12min,Action,Adventure,Western, ,22 September 2016 (Israel),Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,Antoine Fuqua,Akira Kurosawa(based on the screenplay by),Shinobu Hashimoto(based on the screenplay by),3 more credits»,Denzel Washington,Chris Pratt,Ethan Hawke, , ,showdown|remake|industrialist|bounty hunter|gunfighter,"$90,000,000(estimated)","$93,432,655","$162,360,636","Metro-Goldwyn-Mayer (MGM),Columbia Pictures,LStar Capital"
1349,The Secret Life of Pets,https://www.imdb.com/title/tt2709768/,2016,6.5,61,"178,122",PG,1h 27min,Animation,Adventure,Comedy, ,30 June 2016 (Israel),"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",Chris Renaud,Cinco Paul,Ken Daurio, ,Louis C.K.,Eric Stonestreet,Kevin Hart, , ,rodent|animal|frog|fight|betrayal,"$75,000,000(estimated)","$368,384,330","$875,457,937","Universal Pictures,Illumination Entertainment,Dentsu"
1350,Sausage Party,https://www.imdb.com/title/tt1700841/,2016,6.1,66,"170,700",R,1h 29min,Animation,Adventure,Comedy, ,11 August 2016 (Israel),A sausage strives to discover the truth about his existence.,Greg Tiernan,Kyle Hunter(screenplay by),Ariel Shaffir(screenplay by),5 more credits»,Seth Rogen,Kristen Wiig,Jonah Hill, , ,adult animation|sex scene|orgy|adult humor|supermarket,"$19,000,000(estimated)","$97,685,686","$140,705,322","Annapurna Pictures,Columbia Pictures,Nitrogen Studios Canada"
1351,War Dogs,https://www.imdb.com/title/tt2005151/,2016,7.1,57,"170,419",R,1h 54min,Biography,Comedy,Crime, ,18 August 2016 (Israel),"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",Todd Phillips,Stephen Chin(screenplay),Todd Phillips(screenplay),2 more credits»,Jonah Hill,Miles Teller,Steve Lantz, , ,ugly american|deal|contract|military|ammunition,"$40,000,000(estimated)","$43,034,523","$86,234,523","BZ Entertainment,Green Hat Films,Icon Films"
1352,The Promise,https://www.imdb.com/title/tt4776998/,2016,6.0,49,"166,723",PG-13,2h 13min,Action,Adventure,Drama, ,21 April 2017 (USA),"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",Terry George,Terry George,Robin Swicord, ,Oscar Isaac,Charlotte Le Bon,Christian Bale, , ,armenian genocide|love triangle|belly dancer|woman drowned|genocide,"$90,000,000(estimated)","$8,224,288","$12,448,676","Babieka,Survival Pictures,Wonderful Films"
1353,The Girl on the Train,https://www.imdb.com/title/tt3631112/,2016,6.5,48,"163,706",R,1h 52min,Crime,Drama,Mystery, ,6 October 2016 (Israel),A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,Tate Taylor,Erin Cressida Wilson(screenplay by),Paula Hawkins(based on the novel by), ,Emily Blunt,Haley Bennett,Rebecca Ferguson, , ,infidelity|train|alcoholics anonymous|alcoholic|voyeurism,"$45,000,000(estimated)","$75,395,035","$173,185,859","Amblin Partners,DreamWorks,Marc Platt Productions"
1354,Independence Day: Resurgence,https://www.imdb.com/title/tt1628841/,2016,5.2,32,"162,886",PG-13,2h,Action,Adventure,Sci-Fi, ,23 June 2016 (Israel),"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",Roland Emmerich,Nicolas Wright(screenplay by),James A. Woods(screenplay by),9 more credits»,Liam Hemsworth,Jeff Goldblum,Bill Pullman, , ,chinaman|almond eyes|thin attractive woman|mothership|battle,"$165,000,000(estimated)","$103,144,286","$389,681,935","Twentieth Century Fox,TSG Entertainment,Centropolis Entertainment"
1355,The Legend of Tarzan,https://www.imdb.com/title/tt0918940/,2016,6.2,44,"159,630",PG-13,1h 50min,Action,Adventure,Drama, ,7 July 2016 (Israel),"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",David Yates,Adam Cozad(screenplay by),Craig Brewer(screenplay by),3 more credits»,Alexander Skarsgård,Rory J. Saper,Christian Stevens, , ,africa|jungle|slavery|belgian|rescue,"$180,000,000(estimated)","$126,643,061","$356,700,357","Village Roadshow Pictures,RatPac-Dune Entertainment,Jerry Weintraub Productions"
1356,Central Intelligence,https://www.imdb.com/title/tt1489889/,2016,6.3,52,"153,489",PG-13,1h 47min,Action,Comedy,Crime, ,16 June 2016 (Israel),"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Rawson Marshall Thurber,Ike Barinholtz(screenplay),David Stassen(screenplay),3 more credits»,Dwayne Johnson,Kevin Hart,Danielle Nicolet, , ,profanity|high school|rogue agent|accountant|cia,"$50,000,000(estimated)","$127,440,871","$216,972,543","New Line Cinema,Universal Pictures,RatPac-Dune Entertainment"
1357,Inferno,https://www.imdb.com/title/tt3062096/,2016,6.2,42,"152,589",PG-13,2h 1min,Action,Adventure,Crime, ,13 October 2016 (Israel),"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",Ron Howard,Dan Brown(based in part on the novel by),David Koepp(screenplay by), ,Tom Hanks,Felicity Jones,Irrfan Khan, , ,amnesia|church|museum|police|virus,"$75,000,000(estimated)","$34,343,574","$220,021,259","Columbia Pictures,Double Negative (DNEG),Imagine Entertainment"
1358,Miss Peregrine's Home for Peculiar Children,https://www.imdb.com/title/tt1935859/,2016,6.7,57,"150,953",PG-13,2h 7min,Adventure,Drama,Family, ,29 September 2016 (Israel),"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",Tim Burton,Ransom Riggs(based upon the novel written by),Jane Goldman(screenplay by), ,Eva Green,Asa Butterfield,Samuel L. Jackson, , ,backwards time travel|time loop|time travel|butterfly effect|death of grandfather,"$110,000,000(estimated)","$87,242,834","$296,482,446","Twentieth Century Fox,Chernin Entertainment,TSG Entertainment"
1359,Deepwater Horizon,https://www.imdb.com/title/tt1860357/,2016,7.1,68,"145,492",PG-13,1h 47min,Action,Drama,History, ,29 September 2016 (Israel),"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",Peter Berg,Matthew Michael Carnahan(screenplay by),Matthew Sand(screenplay by),4 more credits»,Mark Wahlberg,Kurt Russell,Douglas M. Griffin, , ,disaster movie|oil rig|deepwater horizon oil spill|capitalism|capitalist bully,"$110,000,000(estimated)","$61,433,527","$121,790,373","Summit Entertainment,Participant,TIK Films"
1360,London Has Fallen,https://www.imdb.com/title/tt3300542/,2016,5.9,28,"140,081",R,1h 39min,Action,Thriller, , ,3 March 2016 (Israel),"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.",Babak Najafi,Creighton Rothenberger(based on characters created by),Katrin Benedikt(based on characters created by),6 more credits»,Gerard Butler,Aaron Eckhart,Morgan Freeman, , ,terrorist|patriotism|female agent|american in the uk|good versus evil,"$60,000,000(estimated)","$62,524,260","$205,754,447","Millennium Films,G-BASE,Gramercy Pictures (I)"
1361,Logan,https://www.imdb.com/title/tt3315342/,2017,8.1,77,"621,506",R,2h 17min,Action,Drama,Sci-Fi, ,2 March 2017 (Israel),"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",James Mangold,James Mangold(story by),Scott Frank(screenplay by),2 more credits»,Hugh Jackman,Patrick Stewart,Dafne Keen, , ,marvel comics|x men|superhero|mutant|north dakota,"$97,000,000(estimated)","$226,277,068","$619,021,436","Twentieth Century Fox,Marvel Entertainment,TSG Entertainment"
1362,Thor: Ragnarok,https://www.imdb.com/title/tt3501632/,2017,7.9,74,"557,994",PG-13,2h 10min,Action,Adventure,Comedy, ,2 November 2017 (Israel),"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",Taika Waititi,Eric Pearson,Craig Kyle,4 more credits»,Chris Hemsworth,Tom Hiddleston,Cate Blanchett, , ,superhero|marvel comics|marvel cinematic universe|female villain|sequel,"$180,000,000(estimated)","$315,058,289","$853,977,126","Walt Disney Pictures,Marvel Studios,Government of Australia"
1363,Guardians of the Galaxy Vol. 2,https://www.imdb.com/title/tt3896198/,2017,7.6,67,"544,697",PG-13,2h 16min,Action,Adventure,Comedy, ,3 May 2017 (Israel),"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",James Gunn,James Gunn,Dan Abnett(based on the Marvel comics by),11 more credits»,Chris Pratt,Zoe Saldana,Dave Bautista, , ,demi god|mixtape|alien creature|marvel cinematic universe|raccoon,"$200,000,000(estimated)","$389,813,101","$863,756,051","Marvel Studios,Walt Disney Pictures"
1364,Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336/,2017,7.0,84,"543,559",PG-13,2h 32min,Action,Adventure,Fantasy, ,13 December 2017 (Israel),"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",Rian Johnson,Rian Johnson,George Lucas(based on characters created by), ,Daisy Ridley,John Boyega,Mark Hamill, , ,wisecrack humor|one liner|sabotage|asiatic|chubby,"$317,000,000(estimated)","$620,181,382","$1,332,539,889","Walt Disney Pictures,Lucasfilm,Ram Bergman Productions"
1365,Wonder Woman,https://www.imdb.com/title/tt0451279/,2017,7.4,76,"531,463",PG-13,2h 21min,Action,Adventure,Fantasy, ,1 June 2017 (Israel),"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",Patty Jenkins,Allan Heinberg(screenplay by),Zack Snyder(story by),3 more credits»,Gal Gadot,Chris Pine,Robin Wright, , ,anti war|aeroplane|long haired woman|nudity|blonde woman,"$149,000,000(estimated)","$412,563,408","$821,847,012","Warner Bros.,Atlas Entertainment,Cruel & Unusual Films"
1366,Dunkirk,https://www.imdb.com/title/tt5013056/,2017,7.9,94,"523,479",PG-13,1h 46min,Action,Drama,History, ,20 July 2017 (Israel),"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,Christopher Nolan, , ,Fionn Whitehead,Barry Keoghan,Mark Rylance, , ,world war two|1940s|soldier|world war two in france|evacuation,"$100,000,000(estimated)","$189,740,665","$526,942,350","Syncopy,Warner Bros.,Dombey Street Productions"
1367,Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/,2017,7.4,73,"489,094",PG-13,2h 13min,Action,Adventure,Sci-Fi, ,6 July 2017 (Israel),"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",Jon Watts,Jonathan Goldstein(screenplay by),John Francis Daley(screenplay by),10 more credits»,Tom Holland,Michael Keaton,Robert Downey Jr., , ,superhero|marvel cinematic universe|reboot|mentor|teenage superhero,"$175,000,000(estimated)","$334,201,140","$880,166,924","Columbia Pictures,LStar Capital,Marvel Studios"
1368,Get Out,https://www.imdb.com/title/tt5052448/,2017,7.7,85,"465,957",R,1h 44min,Horror,Mystery,Thriller, ,27 April 2017 (Israel),"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,Jordan Peele, , ,Daniel Kaluuya,Allison Williams,Bradley Whitford, , ,hypnosis|racism|neurosurgeon|abduction|brain surgery,"$4,500,000(estimated)","$176,040,665","$256,890,231","Universal Pictures,Blumhouse Productions,QC Entertainment"
1369,It,https://www.imdb.com/title/tt1396484/,2017,7.3,69,"437,975",R,2h 15min,Horror, , , ,14 September 2017 (Israel),"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",Andy Muschietti,Chase Palmer(screenplay by),Cary Joji Fukunaga(screenplay by) (as Cary Fukunaga),2 more credits»,Bill Skarsgård,Jaeden Martell,Finn Wolfhard, , ,based on novel|killer clown|balloon|supernatural power|evil clown,"$35,000,000(estimated)","$328,828,874","$701,796,444","New Line Cinema,RatPac-Dune Entertainment,Vertigo Entertainment"
1370,Blade Runner 2049,https://www.imdb.com/title/tt1856101/,2017,8.0,81,"435,274",R,2h 44min,Action,Drama,Mystery, ,5 October 2017 (Israel),"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Denis Villeneuve,Hampton Fancher(screenplay by),Michael Green(screenplay by),2 more credits»,Harrison Ford,Ryan Gosling,Ana de Armas, , ,menage a trois|micro mini skirt|short skirt|female nudity|black bra,"$150,000,000(estimated)","$92,054,159","$259,239,658","Alcon Entertainment,Columbia Pictures,Sony"
1371,Baby Driver,https://www.imdb.com/title/tt3890160/,2017,7.6,86,"416,485",R,1h 53min,Action,Crime,Drama, ,29 June 2017 (Israel),"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",Edgar Wright,Edgar Wright, , ,Ansel Elgort,Jon Bernthal,Jon Hamm, , ,pig|mini skirt with heels|bacon|short skirt|hard body,"$34,000,000(estimated)","$107,825,862","$226,945,087","TriStar Pictures,Media Rights Capital (MRC),Working Title Films"
1372,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,2017,8.2,88,"404,707",R,1h 55min,Comedy,Crime,Drama, ,18 January 2018 (Israel),A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Martin McDonagh,Martin McDonagh, , ,Frances McDormand,Woody Harrelson,Sam Rockwell, , ,billboard|police brutality|black comedy|ambiguous ending|thrown through a window,"$15,000,000(estimated)","$54,513,740","$160,192,031","Blueprint Pictures,Film 4,Fox Searchlight Pictures"
1373,Justice League,https://www.imdb.com/title/tt0974015/,2017,6.4,45,"367,298",PG-13,2h,Action,Adventure,Fantasy, ,16 November 2017 (Israel),"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",Zack Snyder,Jerry Siegel(Superman created by),Joe Shuster(Superman created by),9 more credits»,Ben Affleck,Gal Gadot,Jason Momoa, , ,justice league|superhero team|superhero|comicbook movie|ensemble cast,"$300,000,000(estimated)","$229,024,295","$657,924,295","Warner Bros.,RatPac Entertainment,DC Entertainment"
1374,The Shape of Water,https://www.imdb.com/title/tt5580390/,2017,7.3,87,"353,900",R,2h 3min,Adventure,Drama,Fantasy, ,15 February 2018 (Israel),"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",Guillermo del Toro,Guillermo del Toro(screenplay by),Vanessa Taylor(screenplay by), ,Sally Hawkins,Octavia Spencer,Michael Shannon, , ,underwater scene|mute woman|creature|interspecies romance|sign language,"$19,400,000(estimated)","$63,859,435","$195,333,312","Double Dare You (DDY),Fox Searchlight Pictures,TSG Entertainment"
1375,John Wick: Chapter 2,https://www.imdb.com/title/tt4425200/,2017,7.5,75,"347,804",R,2h 2min,Action,Crime,Thriller, ,16 February 2017 (Israel),"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Chad Stahelski,Derek Kolstad,Derek Kolstad(based on characters created by), ,Keanu Reeves,Riccardo Scamarcio,Ian McShane, , ,sequel|one man army|hitman|one against many|violence,"$40,000,000(estimated)","$92,029,184","$171,539,887","Summit Entertainment,TIK Films,Thunder Road Pictures"
1376,Coco,https://www.imdb.com/title/tt2380307/,2017,8.4,81,"345,639",PG,1h 45min,Animation,Adventure,Family, ,30 November 2017 (Israel),"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Lee Unkrich,Lee Unkrich(original story by),Jason Katz(original story by),4 more credits»,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt, , ,mexico|death|afterlife|male protagonist|day of the dead,"$175,000,000(estimated)","$209,726,015","$807,082,196","Walt Disney Pictures,Pixar Animation Studios"
1377,Jumanji: Welcome to the Jungle,https://www.imdb.com/title/tt2283362/,2017,6.9,58,"304,600",PG-13,1h 59min,Action,Adventure,Comedy, ,21 December 2017 (Israel),"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",Jake Kasdan,Chris McKenna(screenplay by),Erik Sommers(screenplay by),9 more credits»,Dwayne Johnson,Karen Gillan,Kevin Hart, , ,woman with a bare midriff|tattooed trash|bare midriff|long haired girl|woman with long hair,"$90,000,000(estimated)","$404,540,171","$962,102,237","Columbia Pictures,Matt Tolmach Productions,Radar Pictures"
